ticker,name,country,exchange,type,source,yahoo_symbol
SPIJAGKL,Sparinvest INDEX Japan Growth KL,Denmark,OMXC,Common Stock,Twelve Data,SPIJAGKL
SPKSJF,Sparekassen Sjælland-Fyn A/S,Denmark,OMXC,Common Stock,Twelve Data,SPKSJF
SPVIEMMBLV,Sparindex INDEX Em Market Bo Lo,Denmark,OMXC,Common Stock,Twelve Data,SPVIEMMBLV
SSIBAEURR,Sparinvest SICAV - Balance,Denmark,OMXC,Common Stock,Twelve Data,SSIBAEURR
SSIEGVEURR,Sparinv SICAV - Ethical Glob Va,Denmark,OMXC,Common Stock,Twelve Data,SSIEGVEURR
SSIEUVEURR,Sparinv SICAV - European Value,Denmark,OMXC,Common Stock,Twelve Data,SSIEUVEURR
SSIGCBDKKR,Sparinvest SICAV Global Conv Bo,Denmark,OMXC,Common Stock,Twelve Data,SSIGCBDKKR
SSIGSDHYDKKR,Sparinvest SICAV GlobShortDated,Denmark,OMXC,Common Stock,Twelve Data,SSIGSDHYDKKR
SSIPEURR,Sparinv SICAV - Procedo EUR R,Denmark,OMXC,Common Stock,Twelve Data,SSIPEURR
SSISEURR,Sparinv SICAV - Securus EUR R,Denmark,OMXC,Common Stock,Twelve Data,SSISEURR
STENO,Stenocare A/S,Denmark,OMXC,Common Stock,Twelve Data,STENO
STG,Scandinavian Tobacco Group A/S,Denmark,OMXC,Common Stock,Twelve Data,STG
STIGP,Storebrand Global Plus A5,Denmark,OMXC,Common Stock,Twelve Data,STIGP
STRAP,Strategic Partners A/S,Denmark,OMXC,Common Stock,Twelve Data,STRAP
STRINV,Strategic Investments A/S,Denmark,OMXC,Common Stock,Twelve Data,STRINV
SWISS,Swiss Properties Invest A/S,Denmark,OMXC,Common Stock,Twelve Data,SWISS
SYDB,Sydbank A/S,Denmark,OMXC,Common Stock,Twelve Data,SYDB
SYIHRLADKK,Sydinvest HøjrenteLande Mix KL,Denmark,OMXC,Common Stock,Twelve Data,SYIHRLADKK
SYIIDKADKK,Investeringsforeningen Sydinvest - Danmark Indeks Kl,Denmark,OMXC,Common Stock,Twelve Data,SYIIDKADKK
SYIMSTARSULIKL,Sydinvest Morningstar Sustainability Leaders Index KL,Denmark,OMXC,Common Stock,Twelve Data,SYIMSTARSULIKL
SYIVLVIKL,Sydinvest Verden Lav Volatilitet Indeks KL,Denmark,OMXC,Common Stock,Twelve Data,SYIVLVIKL
SYVAUA,Sydinvest Aggressiv Udb A,Denmark,OMXC,Common Stock,Twelve Data,SYVAUA
SYVFBAKKA,Sydinvest - Balanceret Udb,Denmark,OMXC,Common Stock,Twelve Data,SYVFBAKKA
SYVVAA,Sydinvest V&#195;&#166;kstorienteret Akk A,Denmark,OMXC,Common Stock,Twelve Data,SYVVAA
SYVVUA,Sydinvest V&#195;&#166;kstorienteret Udb A,Denmark,OMXC,Common Stock,Twelve Data,SYVVUA
TCM,TCM Group A/S,Denmark,OMXC,Common Stock,Twelve Data,TCM
TGAMES,TROPHY GAMES Development A/S,Denmark,OMXC,Common Stock,Twelve Data,TGAMES
TIV,Tivoli A/S,Denmark,OMXC,Common Stock,Twelve Data,TIV
TOIBO,TOBA Investments Bonds,Denmark,OMXC,Common Stock,Twelve Data,TOIBO
TOIEQT,TOBA Investments Equities,Denmark,OMXC,Common Stock,Twelve Data,TOIEQT
TRIFOR,Trifork Group AG,Denmark,OMXC,Common Stock,Twelve Data,TRIFOR
TRMD.A,TORM PLC,Denmark,OMXC,Common Stock,Twelve Data,TRMD.A
TRYG,Tryg A/S,Denmark,OMXC,Common Stock,Twelve Data,TRYG
UIE,UIE Plc,Denmark,OMXC,Common Stock,Twelve Data,UIE
UNLGRP,Unlimit Group A/S,Denmark,OMXC,Common Stock,Twelve Data,UNLGRP
VIRO,ViroGates A/S,Denmark,OMXC,Common Stock,Twelve Data,VIRO
VWS,Vestas Wind Systems A/S,Denmark,OMXC,Common Stock,Twelve Data,VWS
WEIHBO,Wealth Invest HP Invest Bolig,Denmark,OMXC,Common Stock,Twelve Data,WEIHBO
WEIHPIDKOAKKKL,Wealth Invest HP Invest Danske Obl Akk A,Denmark,OMXC,Common Stock,Twelve Data,WEIHPIDKOAKKKL
WEIHPIGROBLKLA,Wealth Invest HP Invest Grønne Obl KL A,Denmark,OMXC,Common Stock,Twelve Data,WEIHPIGROBLKLA
WEIHPILDKOAKKKL,WEIHPILDKOAKKKL,Denmark,OMXC,Common Stock,Twelve Data,WEIHPILDKOAKKKL
WEIWCMUSSCA,Wealth Invest WCM US Small Cap,Denmark,OMXC,Common Stock,Twelve Data,WEIWCMUSSCA
WIRTEK,WirTek A/S,Denmark,OMXC,Common Stock,Twelve Data,WIRTEK
WMA,WindowMaster International A/S,Denmark,OMXC,Common Stock,Twelve Data,WMA
ZEAL,Zealand Pharma A/S,Denmark,OMXC,Common Stock,Twelve Data,ZEAL
